condition,expression
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.345066
ctrl,2.4006271
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.069484
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.3666706
ctrl,0.0
ctrl,1.3845718
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,3.1220112
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3904335
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6236684
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.5524459
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6564897
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7736579
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.436787
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.8549352
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.4114132
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.8638523
ctrl,0.0
ctrl,2.2206755
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.500587
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.4379303
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.1219668
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.6466115
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.5939399
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9411254
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9434285
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.2550893
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.2969605
ctrl,0.0
ctrl,2.234709
ctrl,0.0
ctrl,1.5245867
ctrl,0.0
ctrl,0.0
ctrl,2.5532148
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9810015
ctrl,0.0
ctrl,0.0
ctrl,1.4034876
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3716989
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.4237311
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.49627
ctrl,0.0
ctrl,0.0
ctrl,1.5279688
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6223621
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.626154
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.915508
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6520432
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.139625
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.8001418
ctrl,2.298366
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.5382227
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7193415
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7314786
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7647772
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.4348408
ctrl,2.9579933
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.92595
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.4870176
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.415175
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.3248446
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9573106
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.6527255
ctrl,0.0
ctrl,1.3563104
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.4910707
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9772393
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.3519182
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.2973459
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.3382704
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.0311065
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.5423577
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.8562305
ctrl,0.0
ctrl,1.5645909
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7011575
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3469712
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.2929186
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3220309
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.3929309
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.4153492
ctrl,0.0
ctrl,0.0
ctrl,2.5391273
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.2279704
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,3.6278026
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.7942638
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,2.4739776
ctrl,4.177227
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.9219549
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.953751
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.5784906
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.2595904
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,3.0974605
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,1.574229
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
ctrl,0.0
stim,3.2379766
stim,2.33153
stim,2.1775575
stim,3.301568
stim,3.4599893
stim,3.620403
stim,1.8030989
stim,3.0011318
stim,3.5296664
stim,3.990483
stim,4.006422
stim,3.5301256
stim,3.690889
stim,3.600564
stim,4.2950068
stim,3.9149618
stim,2.6958776
stim,3.60964
stim,2.9579108
stim,2.6776004
stim,3.797838
stim,3.4253178
stim,2.9262452
stim,3.10761
stim,3.8519108
stim,4.375539
stim,3.5458758
stim,4.5848203
stim,3.8875198
stim,4.071259
stim,4.0444355
stim,3.440786
stim,3.6183414
stim,3.5097888
stim,0.0
stim,3.4082158
stim,3.0784814
stim,3.7415395
stim,3.093432
stim,3.6225734
stim,4.2211843
stim,4.325286
stim,3.9401572
stim,3.276303
stim,2.2232423
stim,3.5264575
stim,3.7420921
stim,3.6632206
stim,2.359117
stim,3.3666685
stim,4.3092427
stim,3.3372738
stim,2.7977886
stim,3.9913642
stim,2.902878
stim,2.9719496
stim,3.5726142
stim,2.107231
stim,3.2746701
stim,3.9044416
stim,3.293375
stim,3.7293112
stim,4.1117487
stim,3.9579115
stim,2.8963892
stim,3.9524705
stim,2.7777603
stim,4.1809077
stim,1.9948666
stim,3.6416566
stim,2.9470954
stim,3.7198365
stim,2.3292956
stim,3.9405377
stim,4.088031
stim,3.9373562
stim,4.406945
stim,3.037775
stim,2.6588748
stim,3.619519
stim,3.8410192
stim,3.8590791
stim,4.5384426
stim,4.52802
stim,3.1989706
stim,3.710974
stim,3.9663754
stim,4.138814
stim,3.9814928
stim,3.0280068
stim,4.6151204
stim,3.6232293
stim,3.7407146
stim,4.1010876
stim,4.394943
stim,4.058501
stim,3.0356767
stim,2.9969046
stim,2.8691676
stim,4.7565193
stim,2.1727157
stim,1.8807838
stim,3.8102744
stim,3.6022189
stim,3.8429322
stim,3.5176895
stim,3.3328435
stim,3.7178745
stim,3.4630787
stim,4.2063656
stim,3.4213948
stim,0.0
stim,3.8701246
stim,3.5117013
stim,3.721409
stim,4.124993
stim,3.569382
stim,3.5153122
stim,4.29584
stim,3.5001347
stim,4.001516
stim,2.4806397
stim,3.7451127
stim,4.3242626
stim,3.358264
stim,2.964363
stim,3.8883002
stim,3.360274
stim,4.5664887
stim,3.729708
stim,2.7189443
stim,4.0152397
stim,4.393133
stim,3.7590294
stim,3.5382767
stim,4.528438
stim,3.010868
stim,3.9896803
stim,2.600378
stim,2.3545027
stim,3.3100035
stim,3.9089277
stim,3.701294
stim,3.1028595
stim,4.0730653
stim,3.6385603
stim,4.2855406
stim,3.324276
stim,2.7322755
